,symbol,current_status,batch_number,batch_lot,qty_buys,qty_sells,qty_net,amount_buys,amount_sells,amount_net,CB_batch,CB_effective,SB_avg,p&l_batch,p&l_ticker
170,TXG,Inactive,1,1,0.129626,0.129626,0.0,20.0,41.16,-1.1600000000000001,154.29,154.29,163.24,1.160152700000002,1.160152700000002
171,U,Inactive,1,3,0.9256599999999999,0.9256599999999999,0.0,150.0,205.32999999999998,44.67,158.19096211013505,158.055537554786,113.78909493766609,-44.66901189000001,-44.66901189000001
172,UBS,Inactive,1,2,4.197072,4.197072,3.608224830031759e-16,75.0,99.8,0.20000000000000506,17.869595746749162,19.079321263294624,17.821738659713247,-0.20085964000000592,-0.20085964000000592
173,UNH,Inactive,1,1,0.184189,0.184189,0.0,100.0,189.09,10.909999999999997,542.92,542.92,483.69000000000005,-10.909514469999992,-10.909514469999992
174,UPST,Inactive,2,1,0.048211,0.048211,0.0,10.0,8.47,1.5299999999999994,207.42,207.42,175.69,-1.5297350299999994,-47.84706973000001
175,UPWK,Inactive,2,3,5.524658,5.5246580000000005,0.0,250.11,222.95,27.16000000000001,43.72338052656457,43.72339103538556,40.35692004102335,-27.15178180000001,-16.175649490000016
176,WISH,Inactive,2,1,2.726995,2.726995,0.0,25.0,26.4,-1.3999999999999986,9.17,9.17,9.68,1.3907674499999994,0.5407674499999908
177,WMT,Inactive,1,1,1.0,1.0,0.0,156.54,311.5,1.579999999999984,156.54,156.54,154.96,-1.579999999999984,-1.579999999999984
178,WNW,Inactive,1,1,5.807419,5.807418999999999,0.0,50.0,80.5,19.5,8.61,14.74,5.252449034588343,-19.498705269999995,-19.498705269999995
179,XELA,Inactive,2,1,14.72754,14.72754,0.0,50.0,40.84,9.16,3.4,4.764107886411664,2.7745815933957747,-9.210874599999999,-5.860874600000011
180,XOM,Inactive,1,2,2.420584,2.420584,-1.6653345369377348e-16,200.0,311.28999999999996,-11.289999999999992,82.62964831627409,61.34327506514756,87.2893908907933,11.279298319999997,11.279298319999997
181,XOS,Inactive,1,1,1.0,1.0,0.0,8.66,17.34,-0.019999999999999574,8.66,8.66,8.68,0.019999999999999574,0.019999999999999574
182,YNDX,Inactive,1,1,0.644828,0.644828,0.0,50.0,102.58,-2.5799999999999983,77.54,77.54,81.54,2.579312,2.579312
183,ZG,Inactive,1,1,1.0,1.0,0.0,136.85,197.26999999999998,76.42999999999999,136.85,136.85,60.42,-76.42999999999999,-76.42999999999999
184,ZI,Inactive,1,10,9.074684000000001,9.074684,4.440892098500626e-16,553.25,578.09,18.409999999999975,61.39279158713726,66.67076089343468,58.937572411336866,-18.42254355,-18.42254355
185,ZIP,Inactive,1,2,1.10998,1.10998,0.0,35.0,45.66,-0.6599999999999966,31.52926755437035,31.532099677471667,32.13,0.6668010000000022,0.6668010000000022
186,ZS,Inactive,1,6,1.585121,1.585121,0.0,500.0,422.67999999999995,152.32000000000002,315.43450867157776,480.43054342606064,219.3403426678468,-152.32088051000002,-152.32088051000002
187,ZTS,Inactive,1,4,0.44891699999999995,0.448917,-5.551115123125783e-17,100.03,111.0,14.030000000000001,222.82581568530486,222.8251547613479,191.57,-14.031267010000006,-14.031267010000006
